school_id,pupil_id,grade,subject,score
406350,1778,Grade 3,Math,1
406350,1778,Grade 3,Fluency,145
406350,1778,Grade 3,Kiswahili,1
34675,1781,Grade 4,Kiswahili,1
34675,1781,Grade 4,Fluency,221
34675,1781,Grade 4,Math,1
28112,1790,Grade 1,Fluency,74
28112,1790,Grade 1,Math,1
28112,1790,Grade 1,Kiswahili,1
359640,1792,Grade 3,Kiswahili,0
359640,1792,Grade 3,Fluency,115
359640,1792,Grade 3,Math,1
581940,1793,Grade 3,Fluency,29
581940,1793,Grade 3,Kiswahili,1
581940,1793,Grade 3,Math,1
226128,1795,Grade 2,Fluency,50
226128,1795,Grade 2,Kiswahili,1
226128,1795,Grade 2,Math,1
323877,1798,Grade 4,Math,1
323877,1798,Grade 4,Kiswahili,1
323877,1798,Grade 4,Fluency,140
419336,1799,Grade 3,Fluency,55
419336,1799,Grade 3,Kiswahili,0
419336,1799,Grade 3,Math,0
108210,1800,Grade 5,Fluency,
108210,1800,Grade 5,Kiswahili,
108210,1800,Grade 5,Math,
489918,1802,Grade 5,Kiswahili,1
489918,1802,Grade 5,Math,1
489918,1802,Grade 5,Fluency,136
264915,1805,Grade 5,Kiswahili,1
264915,1805,Grade 5,Fluency,248
264915,1805,Grade 5,Math,0
356775,1810,Grade 3,Fluency,106
356775,1810,Grade 3,Kiswahili,1
356775,1810,Grade 3,Math,1
156096,1812,Grade 1,Fluency,64
156096,1812,Grade 1,Math,1
156096,1812,Grade 1,Kiswahili,1
28112,1813,Grade 1,Math,1
28112,1813,Grade 1,Fluency,68
28112,1813,Grade 1,Kiswahili,1
858450,1814,Grade 3,Fluency,
858450,1814,Grade 3,Math,
858450,1814,Grade 3,Kiswahili,
8084,1815,Grade 1,Fluency,6
8084,1815,Grade 1,Math,1
8084,1815,Grade 1,Kiswahili,1
49698,1816,Grade 2,Kiswahili,1
49698,1816,Grade 2,Fluency,161
49698,1816,Grade 2,Math,1
47025,1818,Grade 3,Kiswahili,1
47025,1818,Grade 3,Math,1
47025,1818,Grade 3,Fluency,106
56803,1819,Grade 5,Kiswahili,1
56803,1819,Grade 5,Math,1
56803,1819,Grade 5,Fluency,196
489918,1822,Grade 4,Kiswahili,1
489918,1822,Grade 4,Math,1
489918,1822,Grade 4,Fluency,60
583940,1826,Grade 3,Kiswahili,1
583940,1826,Grade 3,Fluency,160
583940,1826,Grade 3,Math,1
206948,1827,Grade 2,Kiswahili,1
206948,1827,Grade 2,Fluency,21
206948,1827,Grade 2,Math,1
5502,1828,Grade 3,Fluency,118
5502,1828,Grade 3,Math,1
5502,1828,Grade 3,Kiswahili,1
10904,1829,Grade 2,Math,1
10904,1829,Grade 2,Kiswahili,1
10904,1829,Grade 2,Fluency,142
239870,1830,Grade 5,Math,1
239870,1830,Grade 5,Kiswahili,1
239870,1830,Grade 5,Fluency,233
297076,1832,Grade 2,Math,1
297076,1832,Grade 2,Kiswahili,0
297076,1832,Grade 2,Fluency,30
223941,1834,Grade 5,Math,0
223941,1834,Grade 5,Fluency,185
223941,1834,Grade 5,Kiswahili,1
118338,1835,Grade 2,Kiswahili,0
118338,1835,Grade 2,Fluency,2
118338,1835,Grade 2,Math,0
575416,1837,Grade 3,Fluency,61
575416,1837,Grade 3,Kiswahili,1
575416,1837,Grade 3,Math,1
423500,1839,Grade 2,Math,1
423500,1839,Grade 2,Kiswahili,1
423500,1839,Grade 2,Fluency,149
314160,1841,Grade 2,Math,1
314160,1841,Grade 2,Kiswahili,1
314160,1841,Grade 2,Fluency,165
173720,1847,Grade 5,Math,1
173720,1847,Grade 5,Fluency,91
173720,1847,Grade 5,Kiswahili,1
8084,1848,Grade 1,Kiswahili,1
8084,1848,Grade 1,Fluency,11
8084,1848,Grade 1,Math,1
646056,1849,Grade 5,Fluency,203
646056,1849,Grade 5,Math,1
646056,1849,Grade 5,Kiswahili,1
36848,1854,Grade 1,Fluency,
36848,1854,Grade 1,Math,
36848,1854,Grade 1,Kiswahili,
206948,1855,Grade 4,Math,1
206948,1855,Grade 4,Fluency,96
206948,1855,Grade 4,Kiswahili,1
401280,1857,Grade 2,Math,1
401280,1857,Grade 2,Fluency,217
401280,1857,Grade 2,Kiswahili,1
314160,1858,Grade 5,Fluency,282
314160,1858,Grade 5,Math,1
314160,1858,Grade 5,Kiswahili,1
563568,1860,Grade 2,Fluency,160
563568,1860,Grade 2,Math,1
563568,1860,Grade 2,Kiswahili,1
421680,1861,Grade 5,Kiswahili,0
421680,1861,Grade 5,Fluency,43
421680,1861,Grade 5,Math,0
283971,1863,Grade 3,Kiswahili,1
283971,1863,Grade 3,Math,1
283971,1863,Grade 3,Fluency,151
489918,1865,Grade 1,Math,1
489918,1865,Grade 1,Fluency,125
489918,1865,Grade 1,Kiswahili,1
112034,1866,Grade 4,Kiswahili,1
112034,1866,Grade 4,Fluency,88
112034,1866,Grade 4,Math,1
581940,1867,Grade 3,Kiswahili,1
581940,1867,Grade 3,Math,1
581940,1867,Grade 3,Fluency,189
20972,1868,Grade 5,Kiswahili,1
20972,1868,Grade 5,Math,1
20972,1868,Grade 5,Fluency,210
324884,1870,Grade 1,Fluency,99
324884,1870,Grade 1,Math,1
324884,1870,Grade 1,Kiswahili,1
909600,1875,Grade 3,Fluency,70
909600,1875,Grade 3,Math,1
909600,1875,Grade 3,Kiswahili,1
864156,1877,Grade 3,Kiswahili,1
864156,1877,Grade 3,Math,0
864156,1877,Grade 3,Fluency,217
118338,1883,Grade 1,Kiswahili,0
118338,1883,Grade 1,Fluency,10
118338,1883,Grade 1,Math,1
40580,1885,Grade 4,Kiswahili,1
40580,1885,Grade 4,Math,1
40580,1885,Grade 4,Fluency,105
40580,1890,Grade 3,Kiswahili,1
40580,1890,Grade 3,Math,1
40580,1890,Grade 3,Fluency,133
34675,1891,Grade 2,Kiswahili,1
34675,1891,Grade 2,Math,1
34675,1891,Grade 2,Fluency,102
156096,1895,Grade 3,Fluency,167
156096,1895,Grade 3,Kiswahili,1
156096,1895,Grade 3,Math,0
401280,1896,Grade 4,Kiswahili,1
401280,1896,Grade 4,Fluency,182
401280,1896,Grade 4,Math,1
329344,1899,Grade 5,Fluency,93
329344,1899,Grade 5,Math,0
329344,1899,Grade 5,Kiswahili,1
423500,1900,Grade 2,Math,1
423500,1900,Grade 2,Kiswahili,1
423500,1900,Grade 2,Fluency,0
687400,1903,Grade 2,Kiswahili,1
687400,1903,Grade 2,Math,1
687400,1903,Grade 2,Fluency,216
592421,1905,Grade 5,Kiswahili,1
592421,1905,Grade 5,Fluency,285
592421,1905,Grade 5,Math,1
401898,1907,Grade 3,Fluency,235
401898,1907,Grade 3,Math,
401898,1907,Grade 3,Kiswahili,1
196896,1910,Grade 1,Kiswahili,1
196896,1910,Grade 1,Fluency,32
196896,1910,Grade 1,Math,1
592421,1911,Grade 4,Fluency,278
592421,1911,Grade 4,Kiswahili,1
592421,1911,Grade 4,Math,1
363280,1915,Grade 5,Fluency,153
363280,1915,Grade 5,Kiswahili,1
363280,1915,Grade 5,Math,1
230373,1917,Grade 1,Math,1
230373,1917,Grade 1,Fluency,54
230373,1917,Grade 1,Kiswahili,1
616880,1919,Grade 3,Kiswahili,1
616880,1919,Grade 3,Fluency,97
616880,1919,Grade 3,Math,0
609982,1920,Grade 3,Math,1
609982,1920,Grade 3,Kiswahili,1
609982,1920,Grade 3,Fluency,82
501872,1921,Grade 3,Math,1
501872,1921,Grade 3,Kiswahili,1
501872,1921,Grade 3,Fluency,100
40580,1923,Grade 5,Math,0
40580,1923,Grade 5,Kiswahili,1
40580,1923,Grade 5,Fluency,85
5502,1924,Grade 1,Fluency,40
5502,1924,Grade 1,Math,1
5502,1924,Grade 1,Kiswahili,0
491645,1928,Grade 5,Math,0
491645,1928,Grade 5,Fluency,93
491645,1928,Grade 5,Kiswahili,1
297076,1929,Grade 1,Math,1
297076,1929,Grade 1,Fluency,153
297076,1929,Grade 1,Kiswahili,1
230373,1930,Grade 3,Kiswahili,1
230373,1930,Grade 3,Fluency,139
230373,1930,Grade 3,Math,0
49404,1931,Grade 3,Math,1
49404,1931,Grade 3,Kiswahili,1
49404,1931,Grade 3,Fluency,131
34675,1932,Grade 4,Fluency,107
34675,1932,Grade 4,Kiswahili,1
34675,1932,Grade 4,Math,1
425124,1934,Grade 2,Kiswahili,1
425124,1934,Grade 2,Fluency,206
425124,1934,Grade 2,Math,1
166905,1937,Grade 5,Kiswahili,1
166905,1937,Grade 5,Fluency,174
166905,1937,Grade 5,Math,1
108210,1940,Grade 5,Kiswahili,1
108210,1940,Grade 5,Fluency,157
108210,1940,Grade 5,Math,1
239870,1942,Grade 2,Kiswahili,0
239870,1942,Grade 2,Fluency,187
239870,1942,Grade 2,Math,1
56406,1944,Grade 2,Kiswahili,1
56406,1944,Grade 2,Math,1
56406,1944,Grade 2,Fluency,112
5502,1948,Grade 4,Math,1
5502,1948,Grade 4,Kiswahili,
5502,1948,Grade 4,Fluency,
388800,1949,Grade 3,Math,1
388800,1949,Grade 3,Fluency,129
388800,1949,Grade 3,Kiswahili,1
616880,1953,Grade 4,Kiswahili,1
616880,1953,Grade 4,Fluency,271
616880,1953,Grade 4,Math,1
8084,1956,Grade 2,Math,1
8084,1956,Grade 2,Kiswahili,1
8084,1956,Grade 2,Fluency,55
563568,1958,Grade 1,Kiswahili,1
563568,1958,Grade 1,Math,1
563568,1958,Grade 1,Fluency,89
687400,1960,Grade 2,Kiswahili,1
687400,1960,Grade 2,Math,1
687400,1960,Grade 2,Fluency,99
687400,1962,Grade 4,Kiswahili,1
687400,1962,Grade 4,Fluency,169
687400,1962,Grade 4,Math,1
30690,1969,Grade 2,Math,1
30690,1969,Grade 2,Kiswahili,1
30690,1969,Grade 2,Fluency,157
88122,1975,Grade 1,Kiswahili,1
88122,1975,Grade 1,Math,1
88122,1975,Grade 1,Fluency,57
646056,1979,Grade 5,Kiswahili,1
646056,1979,Grade 5,Math,1
646056,1979,Grade 5,Fluency,225
416,1980,Grade 1,Fluency,40
416,1980,Grade 1,Kiswahili,0
416,1980,Grade 1,Math,1
491645,1981,Grade 3,Kiswahili,1
491645,1981,Grade 3,Fluency,127
491645,1981,Grade 3,Math,1
10904,1983,Grade 2,Kiswahili,1
10904,1983,Grade 2,Fluency,154
10904,1983,Grade 2,Math,1
46528,1984,Grade 1,Math,
46528,1984,Grade 1,Fluency,
46528,1984,Grade 1,Kiswahili,
9342,1985,Grade 4,Fluency,174
9342,1985,Grade 4,Kiswahili,1
9342,1985,Grade 4,Math,1
230373,1987,Grade 1,Math,1
230373,1987,Grade 1,Kiswahili,1
230373,1987,Grade 1,Fluency,83
118338,1990,Grade 2,Kiswahili,
118338,1990,Grade 2,Math,
118338,1990,Grade 2,Fluency,
388800,1992,Grade 5,Math,1
388800,1992,Grade 5,Fluency,233
388800,1992,Grade 5,Kiswahili,1
264915,1994,Grade 4,Fluency,305
264915,1994,Grade 4,Math,1
264915,1994,Grade 4,Kiswahili,1
575416,1995,Grade 4,Math,0
575416,1995,Grade 4,Kiswahili,1
575416,1995,Grade 4,Fluency,52
14475,1996,Grade 3,Math,1
14475,1996,Grade 3,Kiswahili,1
14475,1996,Grade 3,Fluency,215
628537,1997,Grade 3,Fluency,237
628537,1997,Grade 3,Kiswahili,1
628537,1997,Grade 3,Math,1
17404,1998,Grade 5,Kiswahili,1
17404,1998,Grade 5,Math,1
17404,1998,Grade 5,Fluency,126
75848,2000,Grade 1,Math,1
75848,2000,Grade 1,Kiswahili,0
75848,2000,Grade 1,Fluency,7
65520,2001,Grade 2,Kiswahili,1
65520,2001,Grade 2,Fluency,148
65520,2001,Grade 2,Math,1
423500,2005,Grade 5,Kiswahili,1
423500,2005,Grade 5,Fluency,136
423500,2005,Grade 5,Math,1
32940,2006,Grade 3,Math,1
32940,2006,Grade 3,Kiswahili,1
32940,2006,Grade 3,Fluency,167
218688,2009,Grade 4,Fluency,68
218688,2009,Grade 4,Kiswahili,1
218688,2009,Grade 4,Math,1
581940,2010,Grade 4,Math,1
581940,2010,Grade 4,Kiswahili,1
581940,2010,Grade 4,Fluency,246
489918,2015,Grade 3,Fluency,254
489918,2015,Grade 3,Math,1
489918,2015,Grade 3,Kiswahili,1
112034,2016,Grade 2,Fluency,173
112034,2016,Grade 2,Kiswahili,1
112034,2016,Grade 2,Math,1
257904,2017,Grade 5,Math,1
257904,2017,Grade 5,Fluency,115
257904,2017,Grade 5,Kiswahili,1
329344,2018,Grade 1,Fluency,
329344,2018,Grade 1,Math,
329344,2018,Grade 1,Kiswahili,
609982,2020,Grade 2,Fluency,60
609982,2020,Grade 2,Math,1
609982,2020,Grade 2,Kiswahili,1
47025,2021,Grade 3,Fluency,52
47025,2021,Grade 3,Math,1
47025,2021,Grade 3,Kiswahili,1
223545,2022,Grade 1,Fluency,25
223545,2022,Grade 1,Math,1
223545,2022,Grade 1,Kiswahili,0
56406,2026,Grade 2,Math,1
56406,2026,Grade 2,Kiswahili,0
56406,2026,Grade 2,Fluency,40
165300,2027,Grade 1,Kiswahili,1
165300,2027,Grade 1,Fluency,78
165300,2027,Grade 1,Math,1
196896,2028,Grade 4,Fluency,190
196896,2028,Grade 4,Kiswahili,1
196896,2028,Grade 4,Math,1
283971,2029,Grade 3,Fluency,96
283971,2029,Grade 3,Math,1
283971,2029,Grade 3,Kiswahili,1
30690,2030,Grade 3,Math,1
30690,2030,Grade 3,Fluency,162
30690,2030,Grade 3,Kiswahili,1
324884,2034,Grade 2,Kiswahili,1
324884,2034,Grade 2,Math,1
324884,2034,Grade 2,Fluency,179
9342,2037,Grade 4,Kiswahili,1
9342,2037,Grade 4,Math,1
9342,2037,Grade 4,Fluency,152
218688,2039,Grade 4,Math,0
218688,2039,Grade 4,Kiswahili,
218688,2039,Grade 4,Fluency,35
286984,2042,Grade 3,Fluency,101
286984,2042,Grade 3,Math,1
286984,2042,Grade 3,Kiswahili,1
359640,2045,Grade 4,Kiswahili,1
359640,2045,Grade 4,Fluency,171
359640,2045,Grade 4,Math,0
47025,2047,Grade 1,Kiswahili,1
47025,2047,Grade 1,Math,1
47025,2047,Grade 1,Fluency,21
223941,2048,Grade 2,Fluency,28
223941,2048,Grade 2,Kiswahili,0
223941,2048,Grade 2,Math,1
792,2049,Grade 4,Fluency,10
792,2049,Grade 4,Math,0
792,2049,Grade 4,Kiswahili,0
36848,2050,Grade 4,Fluency,63
36848,2050,Grade 4,Math,1
36848,2050,Grade 4,Kiswahili,1
356775,2051,Grade 3,Kiswahili,1
356775,2051,Grade 3,Math,1
356775,2051,Grade 3,Fluency,183
39078,2052,Grade 5,Kiswahili,1
39078,2052,Grade 5,Math,1
39078,2052,Grade 5,Fluency,198
108210,2059,Grade 4,Fluency,91
108210,2059,Grade 4,Math,1
108210,2059,Grade 4,Kiswahili,0
363825,2060,Grade 3,Fluency,132
363825,2060,Grade 3,Kiswahili,1
363825,2060,Grade 3,Math,1
264915,2061,Grade 2,Fluency,112
264915,2061,Grade 2,Kiswahili,0
264915,2061,Grade 2,Math,0
196896,2062,Grade 2,Fluency,87
196896,2062,Grade 2,Math,1
196896,2062,Grade 2,Kiswahili,1
575416,2065,Grade 3,Fluency,65
575416,2065,Grade 3,Kiswahili,1
575416,2065,Grade 3,Math,1
40580,2066,Grade 2,Kiswahili,0
40580,2066,Grade 2,Math,0
40580,2066,Grade 2,Fluency,30
388800,2071,Grade 1,Fluency,129
388800,2071,Grade 1,Math,1
388800,2071,Grade 1,Kiswahili,1
283971,2072,Grade 2,Kiswahili,1
283971,2072,Grade 2,Fluency,55
283971,2072,Grade 2,Math,1
28112,2073,Grade 5,Fluency,116
28112,2073,Grade 5,Kiswahili,1
28112,2073,Grade 5,Math,1
592421,2074,Grade 3,Kiswahili,1
592421,2074,Grade 3,Math,1
592421,2074,Grade 3,Fluency,62
206948,2075,Grade 1,Math,1
206948,2075,Grade 1,Kiswahili,0
206948,2075,Grade 1,Fluency,35
230373,2077,Grade 3,Math,1
230373,2077,Grade 3,Kiswahili,1
230373,2077,Grade 3,Fluency,25
55770,2081,Grade 3,Kiswahili,1
55770,2081,Grade 3,Fluency,83
55770,2081,Grade 3,Math,1
34675,2084,Grade 5,Kiswahili,1
34675,2084,Grade 5,Math,1
34675,2084,Grade 5,Fluency,118
304425,2086,Grade 3,Kiswahili,1
304425,2086,Grade 3,Math,1
304425,2086,Grade 3,Fluency,162
609982,2087,Grade 4,Math,1
609982,2087,Grade 4,Kiswahili,1
609982,2087,Grade 4,Fluency,244
419336,2088,Grade 3,Kiswahili,1
419336,2088,Grade 3,Math,1
419336,2088,Grade 3,Fluency,155
565811,2090,Grade 5,Math,1
565811,2090,Grade 5,Kiswahili,1
565811,2090,Grade 5,Fluency,148
359640,2091,Grade 5,Math,1
359640,2091,Grade 5,Kiswahili,1
359640,2091,Grade 5,Fluency,149
40580,2092,Grade 1,Math,1
40580,2092,Grade 1,Kiswahili,1
40580,2092,Grade 1,Fluency,51
416,2097,Grade 1,Kiswahili,0
416,2097,Grade 1,Math,1
416,2097,Grade 1,Fluency,10
35175,2099,Grade 5,Fluency,217
35175,2099,Grade 5,Math,1
35175,2099,Grade 5,Kiswahili,1
10904,2106,Grade 3,Kiswahili,1
10904,2106,Grade 3,Fluency,42
10904,2106,Grade 3,Math,1
20972,2108,Grade 5,Math,1
20972,2108,Grade 5,Fluency,210
20972,2108,Grade 5,Kiswahili,1
575416,2109,Grade 2,Fluency,186
575416,2109,Grade 2,Math,1
575416,2109,Grade 2,Kiswahili,1
363825,2110,Grade 4,Fluency,93
363825,2110,Grade 4,Math,1
363825,2110,Grade 4,Kiswahili,1
28860,2112,Grade 1,Math,1
28860,2112,Grade 1,Fluency,34
28860,2112,Grade 1,Kiswahili,0
230373,2116,Grade 3,Fluency,66
230373,2116,Grade 3,Math,0
230373,2116,Grade 3,Kiswahili,1
83388,2117,Grade 5,Math,1
83388,2117,Grade 5,Kiswahili,1
83388,2117,Grade 5,Fluency,200
53103,2118,Grade 2,Kiswahili,1
53103,2118,Grade 2,Math,1
53103,2118,Grade 2,Fluency,154
223941,2120,Grade 1,Math,1
223941,2120,Grade 1,Fluency,8
223941,2120,Grade 1,Kiswahili,1
991980,2121,Grade 4,Kiswahili,1
991980,2121,Grade 4,Math,1
991980,2121,Grade 4,Fluency,254
73360,2123,Grade 2,Fluency,75
73360,2123,Grade 2,Math,1
73360,2123,Grade 2,Kiswahili,1
73360,2125,Grade 2,Kiswahili,1
73360,2125,Grade 2,Math,1
73360,2125,Grade 2,Fluency,50
112034,2126,Grade 5,Fluency,106
112034,2126,Grade 5,Math,1
112034,2126,Grade 5,Kiswahili,1
83388,2129,Grade 2,Kiswahili,
83388,2129,Grade 2,Fluency,
83388,2129,Grade 2,Math,
7956,2130,Grade 1,Fluency,20
7956,2130,Grade 1,Math,1
7956,2130,Grade 1,Kiswahili,1
34675,2131,Grade 1,Math,1
34675,2131,Grade 1,Kiswahili,0
34675,2131,Grade 1,Fluency,0
565811,2133,Grade 3,Kiswahili,1
565811,2133,Grade 3,Fluency,119
565811,2133,Grade 3,Math,1
34092,2135,Grade 4,Kiswahili,1
34092,2135,Grade 4,Math,1
34092,2135,Grade 4,Fluency,120
958934,2138,Grade 1,Math,1
958934,2138,Grade 1,Fluency,147
958934,2138,Grade 1,Kiswahili,1
17404,2140,Grade 3,Math,1
17404,2140,Grade 3,Kiswahili,0
17404,2140,Grade 3,Fluency,68
34092,2143,Grade 4,Kiswahili,1
34092,2143,Grade 4,Fluency,141
34092,2143,Grade 4,Math,1
223545,2146,Grade 2,Math,1
223545,2146,Grade 2,Fluency,9
223545,2146,Grade 2,Kiswahili,0
239870,2151,Grade 4,Fluency,274
239870,2151,Grade 4,Math,1
239870,2151,Grade 4,Kiswahili,1
273888,2152,Grade 5,Fluency,201
273888,2152,Grade 5,Math,1
273888,2152,Grade 5,Kiswahili,1
419336,2157,Grade 3,Fluency,14
419336,2157,Grade 3,Kiswahili,1
419336,2157,Grade 3,Math,0
5502,2160,Grade 4,Kiswahili,1
5502,2160,Grade 4,Math,1
34092,2162,Grade 5,Math,1
34092,2162,Grade 5,Fluency,45
34092,2162,Grade 5,Kiswahili,1
35175,2165,Grade 4,Kiswahili,1
35175,2165,Grade 4,Fluency,230
35175,2165,Grade 4,Math,1
56803,2166,Grade 2,Kiswahili,1
56803,2166,Grade 2,Fluency,106
56803,2166,Grade 2,Math,1
601798,2167,Grade 5,Math,1
601798,2167,Grade 5,Kiswahili,1
601798,2167,Grade 5,Fluency,209
329344,2168,Grade 5,Kiswahili,1
329344,2168,Grade 5,Math,1
329344,2168,Grade 5,Fluency,82
49404,2169,Grade 2,Fluency,
49404,2169,Grade 2,Math,
49404,2169,Grade 2,Kiswahili,
118338,2170,Grade 1,Fluency,12
118338,2170,Grade 1,Kiswahili,0
118338,2170,Grade 1,Math,1
75848,2175,Grade 1,Kiswahili,0
75848,2175,Grade 1,Math,1
75848,2175,Grade 1,Fluency,11
196896,2176,Grade 4,Kiswahili,1
196896,2176,Grade 4,Fluency,184
196896,2176,Grade 4,Math,0
10904,2181,Grade 3,Math,1
10904,2181,Grade 3,Kiswahili,1
10904,2181,Grade 3,Fluency,82
46528,2184,Grade 3,Kiswahili,
46528,2184,Grade 3,Fluency,
46528,2184,Grade 3,Math,
575416,2189,Grade 5,Math,1
575416,2189,Grade 5,Fluency,150
575416,2189,Grade 5,Kiswahili,1
35175,2191,Grade 2,Kiswahili,1
35175,2191,Grade 2,Math,1
35175,2191,Grade 2,Fluency,163
359640,2193,Grade 2,Math,1
359640,2193,Grade 2,Fluency,98
359640,2193,Grade 2,Kiswahili,1
257904,2194,Grade 2,Math,1
257904,2194,Grade 2,Kiswahili,1
257904,2194,Grade 2,Fluency,74
646056,2196,Grade 1,Fluency,119
646056,2196,Grade 1,Math,1
646056,2196,Grade 1,Kiswahili,1
759451,2200,Grade 2,Fluency,25
759451,2200,Grade 2,Math,1
759451,2200,Grade 2,Kiswahili,0
36848,2201,Grade 2,Fluency,40
36848,2201,Grade 2,Math,1
36848,2201,Grade 2,Kiswahili,1
46684,2202,Grade 3,Fluency,200
46684,2202,Grade 3,Kiswahili,1
46684,2202,Grade 3,Math,1
206948,2207,Grade 3,Math,1
206948,2207,Grade 3,Kiswahili,1
206948,2207,Grade 3,Fluency,106
168804,2216,Grade 4,Math,1
168804,2216,Grade 4,Fluency,134
168804,2216,Grade 4,Kiswahili,1
304425,2218,Grade 5,Math,0
304425,2218,Grade 5,Kiswahili,1
304425,2218,Grade 5,Fluency,153
16230,2222,Grade 2,Math,1
16230,2222,Grade 2,Fluency,98
16230,2222,Grade 2,Kiswahili,1
359640,2224,Grade 1,Math,0
359640,2224,Grade 1,Fluency,41
359640,2224,Grade 1,Kiswahili,0
226128,2228,Grade 3,Kiswahili,0
226128,2228,Grade 3,Math,1
226128,2228,Grade 3,Fluency,151
118338,2233,Grade 3,Math,1
118338,2233,Grade 3,Kiswahili,1
118338,2233,Grade 3,Fluency,216
406350,2235,Grade 1,Math,1
406350,2235,Grade 1,Kiswahili,1
406350,2235,Grade 1,Fluency,45
304425,2236,Grade 4,Fluency,139
304425,2236,Grade 4,Math,1
304425,2236,Grade 4,Kiswahili,1
166905,2237,Grade 2,Math,0
166905,2237,Grade 2,Fluency,0
166905,2237,Grade 2,Kiswahili,0
47025,2238,Grade 3,Fluency,103
47025,2238,Grade 3,Math,1
47025,2238,Grade 3,Kiswahili,1
326599,2243,Grade 2,Fluency,77
326599,2243,Grade 2,Kiswahili,1
326599,2243,Grade 2,Math,1
909600,2244,Grade 4,Fluency,202
909600,2244,Grade 4,Math,1
909600,2244,Grade 4,Kiswahili,1
388800,2246,Grade 4,Math,0
388800,2246,Grade 4,Kiswahili,0
388800,2246,Grade 4,Fluency,67
56406,2250,Grade 1,Fluency,12
56406,2250,Grade 1,Kiswahili,1
56406,2250,Grade 1,Math,0
864156,2254,Grade 3,Fluency,261
864156,2254,Grade 3,Math,1
864156,2254,Grade 3,Kiswahili,1
123695,2255,Grade 2,Fluency,100
123695,2255,Grade 2,Math,1
123695,2255,Grade 2,Kiswahili,1
40580,2256,Grade 4,Math,1
40580,2256,Grade 4,Fluency,113
40580,2256,Grade 4,Kiswahili,1
25434,2260,Grade 3,Kiswahili,1
25434,2260,Grade 3,Fluency,154
25434,2260,Grade 3,Math,1
239870,2268,Grade 5,Math,1
239870,2268,Grade 5,Kiswahili,1
239870,2268,Grade 5,Fluency,171
10904,2269,Grade 4,Math,1
10904,2269,Grade 4,Fluency,198
10904,2269,Grade 4,Kiswahili,1
8084,2273,Grade 4,Fluency,124
8084,2273,Grade 4,Math,1
8084,2273,Grade 4,Kiswahili,1
7956,2275,Grade 1,Math,1
7956,2275,Grade 1,Kiswahili,1
7956,2275,Grade 1,Fluency,35
223941,2276,Grade 4,Kiswahili,1
223941,2276,Grade 4,Fluency,132
223941,2276,Grade 4,Math,1
25434,2277,Grade 1,Fluency,15
25434,2277,Grade 1,Math,1
25434,2277,Grade 1,Kiswahili,1
323877,2278,Grade 3,Kiswahili,1
323877,2278,Grade 3,Math,1
323877,2278,Grade 3,Fluency,102
55770,2280,Grade 1,Fluency,53
55770,2280,Grade 1,Kiswahili,1
55770,2280,Grade 1,Math,1
73360,2281,Grade 1,Kiswahili,1
73360,2281,Grade 1,Fluency,71
73360,2281,Grade 1,Math,1
419336,2282,Grade 1,Kiswahili,1
419336,2282,Grade 1,Math,1
419336,2282,Grade 1,Fluency,40
56406,2289,Grade 1,Kiswahili,1
56406,2289,Grade 1,Fluency,28
56406,2289,Grade 1,Math,1
792,2290,Grade 1,Math,1
792,2290,Grade 1,Kiswahili,1
792,2290,Grade 1,Fluency,73
34675,2293,Grade 1,Kiswahili,0
34675,2293,Grade 1,Math,1
34675,2293,Grade 1,Fluency,14
759451,2294,Grade 4,Math,1
759451,2294,Grade 4,Fluency,182
759451,2294,Grade 4,Kiswahili,1
822894,2295,Grade 1,Kiswahili,
822894,2295,Grade 1,Fluency,
822894,2295,Grade 1,Math,
501872,2296,Grade 4,Fluency,135
501872,2296,Grade 4,Kiswahili,1
501872,2296,Grade 4,Math,1
46684,2297,Grade 2,Math,1
46684,2297,Grade 2,Fluency,169
46684,2297,Grade 2,Kiswahili,1
56406,2298,Grade 1,Kiswahili,1
56406,2298,Grade 1,Fluency,15
56406,2298,Grade 1,Math,0
118338,2299,Grade 1,Kiswahili,0
118338,2299,Grade 1,Math,1
118338,2299,Grade 1,Fluency,24
118338,2304,Grade 2,Kiswahili,1
118338,2304,Grade 2,Fluency,171
118338,2304,Grade 2,Math,1
239870,2306,Grade 4,Kiswahili,1
239870,2306,Grade 4,Math,0
239870,2306,Grade 4,Fluency,186
223941,2307,Grade 1,Kiswahili,1
223941,2307,Grade 1,Fluency,8
223941,2307,Grade 1,Math,1
112034,2309,Grade 3,Fluency,75
112034,2309,Grade 3,Math,1
112034,2309,Grade 3,Kiswahili,1
259688,2311,Grade 1,Math,1
259688,2311,Grade 1,Kiswahili,1
259688,2311,Grade 1,Fluency,72
56803,2312,Grade 1,Math,1
56803,2312,Grade 1,Fluency,68
56803,2312,Grade 1,Kiswahili,1
581940,2313,Grade 4,Kiswahili,1
581940,2313,Grade 4,Math,1
581940,2313,Grade 4,Fluency,172
49404,2314,Grade 2,Math,0
49404,2314,Grade 2,Fluency,14
49404,2314,Grade 2,Kiswahili,0
565811,2316,Grade 4,Kiswahili,1
565811,2316,Grade 4,Math,1
565811,2316,Grade 4,Fluency,165
46684,2319,Grade 1,Math,1
46684,2319,Grade 1,Kiswahili,1
46684,2319,Grade 1,Fluency,76
156096,2321,Grade 3,Kiswahili,1
156096,2321,Grade 3,Fluency,159
156096,2321,Grade 3,Math,0
646056,2322,Grade 2,Fluency,43
